user_id,ticket_id,customer_name,event_name,event_date,venue_name,seat_number,ticket_price,payment_method,booking_date,booking_status,event_type
247,247,Jermaine Antunes,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,05-10-2022,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,85.99,credit card,6/17/2022,confirmed,f1
248,248,Kirk Mirfield,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,08-11-2022,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,159.18,debit card,3/15/2022,pending,football
249,249,Ana Iveagh,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,05-02-2022,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,nibh ligula nec sem duis aliquam convallis nunc proin at turpis,193.14,debit card,11-12-2022,pending,dance
250,250,Barnard Horburgh,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,7/21/2022,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,106.92,debit card,09-05-2022,pending,thriller movie
251,251,Hamil Deeves,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,04-05-2022,eget semper rutrum nulla nunc purus phasellus in felis donec,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,210.47,credit card,7/27/2022,confirmed,thriller movie
252,252,Corrina Roseblade,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,5/23/2022,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,36.8,debit card,02-10-2022,cancelled,sci-fi movie
253,253,Brynne Farfolomeev,lorem id ligula suspendisse ornare consequat lectus in est risus,11-09-2022,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,416.99,credit card,07-04-2022,pending,horror movie
254,254,Roobbie O'Crigane,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,01-08-2022,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,382.63,debit card,9/17/2022,confirmed,sci-fi movie
255,255,Frances Culy,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,11/29/2022,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,354.48,PayPal,11-06-2022,pending,dance
256,256,Ferrel Quartley,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,2/14/2022,at turpis a pede posuere nonummy integer non velit donec diam,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,349.86,debit card,12/25/2022,confirmed,music
257,257,Bayard O'Murtagh,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,01-01-2022,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,429.67,credit card,01-08-2022,cancelled,f1
258,258,Ivie Veevers,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,4/14/2022,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,306.82,credit card,1/18/2022,pending,dance
259,259,Ellswerth Abelov,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,03-09-2022,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,ac consequat metus sapien ut nunc vestibulum ante ipsum primis,314.42,credit card,07-11-2022,confirmed,f1
260,260,Laird Relph,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,12/21/2022,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,458.9,debit card,10/22/2022,cancelled,football
261,261,Orin Heads,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,03-06-2022,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,132.62,debit card,03-05-2022,cancelled,horror movie
262,262,Arline Guice,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,06-08-2022,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,346.99,debit card,3/21/2022,confirmed,horror movie
263,263,Bendicty Barrott,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,7/22/2022,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,450.37,PayPal,05-01-2022,confirmed,cricket
264,264,Anatollo Drew-Clifton,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,11/25/2022,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,346.07,debit card,09-11-2022,cancelled,f1
265,265,Idaline Gouldbourn,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,9/19/2022,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,282.96,debit card,2/14/2022,confirmed,dance
266,266,Lazarus Wolfenden,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,12-01-2022,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,189.11,debit card,10/13/2022,pending,cricket
267,267,Kathe Briddock,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,3/29/2022,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,193.85,debit card,10/26/2022,cancelled,cricket
268,268,Hedvig Culshew,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,1/22/2022,purus phasellus in felis donec semper sapien a libero nam dui proin leo,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,71.75,debit card,1/14/2022,pending,football
269,269,Bernetta Downage,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,10-07-2022,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,32.67,PayPal,7/26/2022,confirmed,football
270,270,Curran Schellig,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,11/19/2022,proin at turpis a pede posuere nonummy integer non velit donec,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,335.44,credit card,5/26/2022,confirmed,dance
271,271,Kimball Bensusan,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,2/26/2022,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,161.81,PayPal,12/17/2022,pending,football
272,272,Tybalt Mandre,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,01-08-2022,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,174.83,debit card,10/22/2022,pending,sci-fi movie
273,273,Elisha Bodley,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,03-07-2022,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,92.23,PayPal,7/28/2022,pending,thriller movie
274,274,Tab Yarrall,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,05-01-2022,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,260.98,debit card,03-02-2022,confirmed,music
275,275,Bayard Jirka,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,1/13/2022,quam a odio in hac habitasse platea dictumst maecenas ut,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,115.77,credit card,9/22/2022,pending,music
276,276,Karisa Landre,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,12/15/2022,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,462.62,PayPal,9/20/2022,pending,f1
277,277,Felizio Walters,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,02-09-2022,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,454.9,PayPal,3/16/2022,cancelled,cricket
278,278,Kerrie Whitter,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,11/20/2022,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,vulputate justo in blandit ultrices enim lorem ipsum dolor sit,362.17,credit card,10/30/2022,confirmed,dance
279,279,George Chasmer,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,08-05-2022,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,168.24,debit card,11/14/2022,confirmed,dance
280,280,Suzanne Todman,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,8/24/2022,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,nisi at nibh in hac habitasse platea dictumst aliquam augue quam,59.1,debit card,5/15/2022,cancelled,dance
281,281,Mattie Mila,proin risus praesent lectus vestibulum quam sapien varius ut blandit,07-11-2022,in hac habitasse platea dictumst etiam faucibus cursus urna ut,blandit mi in porttitor pede justo eu massa donec dapibus duis at,212.52,PayPal,03-12-2022,pending,thriller movie
282,282,Vivyanne Eggle,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,12-02-2022,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,255.31,debit card,04-10-2022,pending,sci-fi movie
283,283,Tommie Hyett,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,01-02-2022,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,428.76,credit card,04-10-2022,pending,football
284,284,Jeane Pernell,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,03-08-2022,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,167.13,debit card,01-10-2022,cancelled,thriller movie
285,285,Joice Cearley,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,5/27/2022,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,315.41,debit card,8/19/2022,confirmed,horror movie
286,286,Rutter Hofler,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,8/30/2022,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,439.56,debit card,3/24/2022,cancelled,music
287,287,Lyon Lipprose,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,8/17/2022,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,248.37,credit card,3/21/2022,pending,sci-fi movie
288,288,Lil Riseborough,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,11-06-2022,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,quis orci eget orci vehicula condimentum curabitur in libero ut,342.6,credit card,09-05-2022,pending,f1
